budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,10481,"[{""id"": 212, ""name"": ""london england""}, {""id"": 378, ""name"": ""prison""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 6491, ""name"": ""society for the prevention of cruelty to animals""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 8905, ""name"": ""pelz""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 158369, ""name"": ""dalmatian""}]",en,102 Dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",9.895061,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Cruella Productions"", ""id"": 10472}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36806,183611771,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet Two Unlikely Heroes With A Bone To Pick.,102 Dalmatians,5.1,313
80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,11544,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 168490, ""name"": ""dead parents""}]",en,Lilo & Stitch,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",55.659988,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37428,145771527,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's coming to our galaxy.,Lilo & Stitch,7.1,1314
80000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10202,"[{""id"": 187084, ""name"": ""wishes come true""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 202322, ""name"": ""imaginary""}, {""id"": 206809, ""name"": ""miraculous event""}, {""id"": 206810, ""name"": ""imaginary kingdom""}, {""id"": 206811, ""name"": ""life turned upside down""}, {""id"": 206812, ""name"": ""nothing goes right""}]",en,Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,23.531721,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39806,212874442,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901
80000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9574,"[{""id"": 1334, ""name"": ""wedding vows""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 3092, ""name"": ""slime""}, {""id"": 6348, ""name"": ""green""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 13027, ""name"": ""wedding""}]",en,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",11.50396,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Great Oaks Entertainment"", ""id"": 2173}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35760,177977226,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Catch it if you can!,Flubber,5.3,695
80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",http://movies.disney.com/fantasia-2000,49948,"[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 190719, ""name"": ""musical segments""}]",en,Fantasia 2000,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",14.530946,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36511,90874570,74,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Fantasia 2000,7,292
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,9822,"[{""id"": 690, ""name"": ""gorilla""}, {""id"": 3737, ""name"": ""dying and death""}]",en,Mighty Joe Young,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",6.643778,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""RKO Pictures"", ""id"": 4361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36154,0,114,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survival is an instinct.,Mighty Joe Young,5.9,208
45000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",http://movies.disney.com/the-lion-king,8587,"[{""id"": 2143, ""name"": ""loss of parents""}, {""id"": 5276, ""name"": ""wild boar""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 11326, ""name"": ""shaman""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 13084, ""name"": ""king""}, {""id"": 14767, ""name"": ""scar""}, {""id"": 18136, ""name"": ""hyena""}, {""id"": 18153, ""name"": ""meerkat""}]",en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34508,788241776,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8,5376
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,332,"[{""id"": 1683, ""name"": ""gadget""}]",en,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",17.561955,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""DiC Entertainment"", ""id"": 20477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36364,0,78,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The greatest hero ever assembled.,Inspector Gadget,4.3,318
120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneyvideos/animatedfilms/cars/,920,"[{""id"": 830, ""name"": ""car race""}, {""id"": 1926, ""name"": ""car journey""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 4944, ""name"": ""route 66""}, {""id"": 4945, ""name"": ""wrecker""}, {""id"": 4946, ""name"": ""porsche""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 6007, ""name"": ""media""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38876,461983149,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,Ahhh... it's got that new movie smell.,Cars,6.6,3877
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/thefinesthoursmovie,300673,"[{""id"": 3547, ""name"": ""coast guard""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 180100, ""name"": ""sinking ship""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 209714, ""name"": ""3d""}]",en,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,28.223664,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42394,52099090,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"32 survivors, room for 12.",The Finest Hours,6.3,588
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9021,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1526, ""name"": ""home""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12200, ""name"": ""saving christmas""}, {""id"": 207317, ""name"": ""christmas""}]",en,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",14.646884,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Boxing Cat Films"", ""id"": 12626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37560,172855065,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What's Christmas Fun without some Reindeer Games?,The Santa Clause 2,5.5,297
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-kid,4244,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1660, ""name"": ""suppressed past""}, {""id"": 2417, ""name"": ""self-awareness""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 3923, ""name"": ""humor""}, {""id"": 206736, ""name"": ""changing the past or future""}]",en,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",18.281798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36714,69700000,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nobody ever grows up quite like they imagined.,The Kid,6,238
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",http://movies.disney.com/chicken-little,9982,"[{""id"": 1357, ""name"": ""fish""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2479, ""name"": ""chicken""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Chicken Little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",47.973995,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38660,314432665,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,5.6,944
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-shaggy-dog-2006,10067,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1022, ""name"": ""workaholic""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5133, ""name"": ""body exchange""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 18035, ""name"": ""family""}, {""id"": 41538, ""name"": ""turns into animal""}]",en,The Shaggy Dog,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.280619,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Boxing Cat Films"", ""id"": 12626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38785,61112916,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's going to be a ruff day.,The Shaggy Dog,4.5,137
65000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9849,"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11860, ""name"": ""fish out of water""}]",en,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",6.80692,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36202,36850101,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The martian has landed. There goes the neighborhood.,My Favorite Martian,5.1,80
56000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",http://movies.disney.com/the-pacifier,10022,"[{""id"": 8696, ""name"": ""bodybuilder""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10372, ""name"": ""body guard""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 18035, ""name"": ""family""}, {""id"": 33564, ""name"": ""u.s. soldier""}, {""id"": 175421, ""name"": ""death of husband""}, {""id"": 228666, ""name"": ""male nanny""}]",en,The Pacifier,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,35.4763,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Spyglass Entertainment"", ""id"": 158}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38415,113006880,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Welcome to the infantry.,The Pacifier,5.8,842
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,10530,"[{""id"": 1463, ""name"": ""culture clash""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4542, ""name"": ""gold rush""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 173808, ""name"": ""reference to pizarro""}, {""id"": 173811, ""name"": ""jamestown virginia""}, {""id"": 173815, ""name"": ""pug dog""}, {""id"": 173823, ""name"": ""cross cultural relationship""}, {""id"": 173824, ""name"": ""musket""}, {""id"": 173825, ""name"": ""animate tree""}, {""id"": 180217, ""name"": ""indian chief""}, {""id"": 185343, ""name"": ""based on folk tale""}, {""id"": 207941, ""name"": ""17th century""}, {""id"": 208426, ""name"": ""shamanism""}, {""id"": 225547, ""name"": ""songs""}, {""id"": 230456, ""name"": ""indians vs. settlers""}, {""id"": 234183, ""name"": ""animal sidekick""}, {""id"": 234184, ""name"": ""powhatan""}, {""id"": 234185, ""name"": ""land claim""}]",en,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",47.845589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34864,346079773,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An American legend comes to life.,Pocahontas,6.7,1457
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10603,"[{""id"": 409, ""name"": ""africa""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 690, ""name"": ""gorilla""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 10787, ""name"": ""jungle""}]",en,George of the Jungle,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",22.573237,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mandeville Films"", ""id"": 10227}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35626,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Watch out!,George of the Jungle,5.4,496
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]",,145220,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 12998, ""name"": ""the muppets""}]",en,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",14.808304,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Disney"", ""id"": 6421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41718,80383290,112,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Taking the world by farce,Muppets Most Wanted,6.2,316
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",http://movies.disney.com/into-the-woods/,224141,"[{""id"": 616, ""name"": ""witch""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 166472, ""name"": ""beanstalk""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 192993, ""name"": ""red riding hood""}]",en,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",65.90161,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Lucamar Productions"", ""id"": 17021}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41998,212902372,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be careful what you wish for...,Into the Woods,5.6,1652
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",,13836,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 3290, ""name"": ""laser""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 229053, ""name"": ""mountain""}]",en,Race to Witch Mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",23.935053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39884,106303988,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The race is on,Race to Witch Mountain,5.5,509
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",,11451,"[{""id"": 830, ""name"": ""car race""}, {""id"": 6067, ""name"": ""victory""}, {""id"": 33885, ""name"": ""car""}, {""id"": 161630, ""name"": ""nascar""}, {""id"": 187056, ""name"": ""woman director""}]",en,Herbie Fully Loaded,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",12.050755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38525,66002004,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Start your engines...,Herbie Fully Loaded,5.1,542
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,11130,"[{""id"": 2505, ""name"": ""coronation""}, {""id"": 4263, ""name"": ""duty""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 13072, ""name"": ""falling in love""}]",en,The Princess Diaries 2: Royal Engagement,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",30.002907,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38205,95149435,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It can take a lifetime to find true love; she's got 30 days!,The Princess Diaries 2: Royal Engagement,6,697
45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",http://disney.go.com/muppets/,64328,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 12998, ""name"": ""the muppets""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 156706, ""name"": ""oil tycoon""}, {""id"": 156708, ""name"": ""studio tour""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Muppets,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",17.047276,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40869,165184237,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're closer than you think.,The Muppets,6.5,501
